file_path,task,method_name,metric_name,metric_value,modality_setting,is_ours,is_ori_xfi_baseline,is_superteacher_exploration,supports_which_contribution,can_be_used_in_main_paper,issue_or_risk
E:\Deskbook\Tea\HAR\outputs\eval\ablation_no_distill_all_combinations.csv,distillation,ablation_no_distill,loss,0.2397069500427068,depth+lidar+mmwave,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_no_distill_all_combinations.csv,distillation,ablation_no_distill,acc,0.9550286818805337,depth+lidar+mmwave,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_no_distill_all_combinations.csv,distillation,ablation_no_distill,macro_f1,0.9549825556318664,depth+lidar+mmwave,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_no_distill_all_combinations.csv,distillation,ablation_no_distill,params,8606392.0,depth+lidar+mmwave,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_no_distill_all_combinations.csv,distillation,ablation_no_distill,loss,0.20876422374631767,vk+depth+lidar+mmwave,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_no_distill_all_combinations.csv,distillation,ablation_no_distill,acc,0.9599388951240803,vk+depth+lidar+mmwave,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_no_distill_all_combinations.csv,distillation,ablation_no_distill,macro_f1,0.9597881767230326,vk+depth+lidar+mmwave,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_no_distill_all_combinations.csv,distillation,ablation_no_distill,params,8606392.0,vk+depth+lidar+mmwave,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_no_distill_all_combinations.md,distillation,ablation_no_distill,NA,NA,file,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,1.9905182228911547,all_rows_mean,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.6745510662177329,all_rows_mean,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.664444988137958,all_rows_mean,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,all_rows_mean,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,7.504210252213068,vk,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.05522820800598578,vk,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.013233214312846832,vk,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,vk,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,0.8202100445885318,depth,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.8558579623394438,depth,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.8529594982888024,depth,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,depth,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,5.68753289514861,lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.026515151515151516,lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.015451287127609093,lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,1.2633893265397627,mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.699105250031176,mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.6870651127064936,mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,0.759148714820459,vk+depth,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.8647586980920314,vk+depth,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.862428029667081,vk+depth,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,vk+depth,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,7.40496143716903,vk+lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.04582865693976805,vk+lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.017607287229826147,vk+lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,vk+lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,1.3942937835837301,vk+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.6775470756952239,vk+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.6621174062941549,vk+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,vk+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,0.7651490950709473,depth+lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.8615943384461903,depth+lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.8590523745874633,depth+lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,depth+lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,0.17931497268163638,depth+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.9554183813443072,depth+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.9554044393005445,depth+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,depth+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,1.3653109843040874,lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.6780458910088539,lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.6656106657145188,lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,0.7614188456137352,vk+depth+lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.8643066467140541,vk+depth+lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.861859028651655,vk+depth+lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,vk+depth+lidar,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,0.18461626601368142,vk+depth+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.9549507419877791,vk+depth+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.9549289658269122,vk+depth+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,vk+depth+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,1.396880365753125,vk+lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.6709377727896246,vk+lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.6508332220472476,vk+lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,vk+lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,0.18395657534407547,depth+lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.9542336949744357,depth+lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.9542091888577438,depth+lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,depth+lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,loss,0.18737978452284068,vk+depth+lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,acc,0.9539375233819678,vk+depth+lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,macro_f1,0.9539151014564707,vk+depth+lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.csv,reliability,ablation_uniform_fusion,params,8606392.0,vk+depth+lidar+mmwave,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\ablation_uniform_fusion_all_combinations.md,reliability,ablation_uniform_fusion,NA,NA,file,True,False,False,C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\all_combinations.csv,missing_modality,all_combinations,loss,1.6946504293072653,all_rows_mean,True,False,False,C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\all_combinations.csv,missing_modality,all_combinations,acc,0.662516107577836,all_rows_mean,True,False,False,C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\all_combinations.csv,missing_modality,all_combinations,macro_f1,0.6480793038036652,all_rows_mean,True,False,False,C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\all_combinations.csv,missing_modality,all_combinations,params,8606392.0,all_rows_mean,True,False,False,C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\all_combinations.csv,missing_modality,all_combinations,loss,4.846866876842048,vk,True,False,False,C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\all_combinations.csv,missing_modality,all_combinations,acc,0.034044145155256264,vk,True,False,False,C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\all_combinations.csv,missing_modality,all_combinations,macro_f1,0.004525827465489041,vk,True,False,False,C2_missing_robustness;C5_hpe_har_validation,yes,
